Order_ID,Product_ID,User_ID,Order_Date,Return_Date,Product_Category,Product_Price,Order_Quantity,Return_Reason,Return_Status,Days_to_Return,User_Age,User_Gender,User_Location,Payment_Method,Shipping_Method,Discount_Applied,Amount,AmountToBePaid
ORD00000904,PROD00000904,USER00000904,12/4/2023,8/20/2023,Electronics,473,1,Not as described,Returned,-106,57,Female,City82,Debit Card,Standard,15.44,473,457.56
ORD00000905,PROD00000905,USER00000905,3/11/2024,7/17/2024,Toys,27.41,5,Defective,Returned,128,43,Male,City81,Credit Card,Express,22.93,137.05,114.12
ORD00000906,PROD00000906,USER00000906,7/1/2024,11/25/2024,Clothing,242.74,5,Defective,Returned,147,33,Female,City34,Credit Card,Next-Day,41.85,1213.7,1171.85
ORD00000907,PROD00000907,USER00000907,8/1/2023,,Books,466.61,5,,Not Returned,,54,Male,City77,PayPal,Next-Day,3.74,2333.05,2329.31
ORD00000908,PROD00000908,USER00000908,10/21/2024,,Home,120.12,3,,Not Returned,,30,Male,City15,Debit Card,Express,12.56,360.36,347.8
ORD00000909,PROD00000909,USER00000909,9/17/2024,,Books,122.82,1,,Not Returned,,57,Female,City85,Credit Card,Next-Day,7.58,122.82,115.24
ORD00000910,PROD00000910,USER00000910,11/3/2023,9/4/2024,Home,471.25,4,Changed mind,Returned,306,60,Male,City5,Gift Card,Standard,36.45,1885,1848.55
ORD00000911,PROD00000911,USER00000911,4/17/2024,11/6/2024,Electronics,188,5,Not as described,Returned,203,54,Male,City30,Debit Card,Standard,23.6,940,916.4
ORD00000912,PROD00000912,USER00000912,5/8/2024,,Books,394.27,3,,Not Returned,,45,Female,City27,Debit Card,Standard,46.91,1182.81,1135.9
ORD00000913,PROD00000913,USER00000913,2/16/2023,9/23/2023,Clothing,177.24,4,Wrong item,Returned,219,63,Female,City93,Gift Card,Express,36.53,708.96,672.43
ORD00000914,PROD00000914,USER00000914,10/19/2023,,Home,481.7,5,,Not Returned,,23,Male,City99,Credit Card,Express,47.15,2408.5,2361.35
ORD00000915,PROD00000915,USER00000915,6/5/2024,1/25/2024,Toys,129.34,4,Not as described,Returned,-132,47,Female,City39,Credit Card,Next-Day,5.02,517.36,512.34
ORD00000916,PROD00000916,USER00000916,8/19/2023,,Clothing,170.22,2,,Not Returned,,39,Female,City46,Debit Card,Standard,15.19,340.44,325.25
ORD00000917,PROD00000917,USER00000917,5/23/2024,,Toys,48.1,4,,Not Returned,,46,Male,City64,Debit Card,Express,9.2,192.4,183.2
ORD00000918,PROD00000918,USER00000918,6/13/2024,,Clothing,399.54,4,,Not Returned,,43,Female,City81,PayPal,Express,37.73,1598.16,1560.43
ORD00000919,PROD00000919,USER00000919,4/23/2023,,Toys,337.71,3,,Not Returned,,69,Male,City81,PayPal,Express,45.19,1013.13,967.94
ORD00000920,PROD00000920,USER00000920,8/21/2023,,Home,232.67,1,,Not Returned,,26,Female,City60,PayPal,Next-Day,22.7,232.67,209.97
ORD00000921,PROD00000921,USER00000921,3/7/2024,,Electronics,5.46,2,,Not Returned,,47,Male,City67,PayPal,Next-Day,9.32,10.92,1.6
ORD00000922,PROD00000922,USER00000922,11/2/2023,3/11/2023,Electronics,279.62,3,Changed mind,Returned,-236,30,Male,City89,Gift Card,Standard,24.21,838.86,814.65
ORD00000923,PROD00000923,USER00000923,9/16/2023,6/21/2023,Books,166.66,2,Wrong item,Returned,-87,25,Male,City58,Credit Card,Next-Day,45.27,333.32,288.05
ORD00000924,PROD00000924,USER00000924,1/8/2024,12/2/2023,Toys,113.52,3,Changed mind,Returned,-37,63,Female,City95,Gift Card,Next-Day,37.41,340.56,303.15
ORD00000925,PROD00000925,USER00000925,11/25/2023,,Electronics,179.43,4,,Not Returned,,52,Male,City96,Debit Card,Express,8.57,717.72,709.15
ORD00000926,PROD00000926,USER00000926,3/28/2023,,Books,290.01,1,,Not Returned,,30,Male,City98,Debit Card,Standard,1.75,290.01,288.26
ORD00000927,PROD00000927,USER00000927,12/12/2023,1/10/2023,Clothing,467.27,2,Changed mind,Returned,-336,52,Female,City17,Credit Card,Next-Day,43.59,934.54,890.95
ORD00000928,PROD00000928,USER00000928,9/2/2023,,Toys,145.79,5,,Not Returned,,24,Female,City1,Credit Card,Standard,45.43,728.95,683.52
ORD00000929,PROD00000929,USER00000929,12/6/2024,1/3/2024,Books,293.1,5,Changed mind,Returned,-338,41,Male,City36,Debit Card,Next-Day,48.83,1465.5,1416.67
ORD00000930,PROD00000930,USER00000930,2/9/2023,,Clothing,286.71,4,,Not Returned,,58,Male,City82,Gift Card,Express,5.24,1146.84,1141.6
ORD00000931,PROD00000931,USER00000931,8/20/2023,5/10/2023,Electronics,355.83,1,Defective,Returned,-102,68,Female,City70,Gift Card,Express,33.56,355.83,322.27
ORD00000932,PROD00000932,USER00000932,7/7/2023,11/21/2024,Home,469.94,4,Changed mind,Returned,503,24,Male,City9,Credit Card,Express,3.81,1879.76,1875.95
ORD00000933,PROD00000933,USER00000933,2/1/2024,,Home,278.39,3,,Not Returned,,54,Female,City87,Debit Card,Express,13.02,835.17,822.15
ORD00000934,PROD00000934,USER00000934,2/7/2024,,Clothing,55.53,5,,Not Returned,,65,Female,City34,Debit Card,Express,1.79,277.65,275.86
ORD00000935,PROD00000935,USER00000935,3/29/2023,1/25/2023,Clothing,119.12,1,Not as described,Returned,-63,56,Male,City79,Gift Card,Express,27.23,119.12,91.89
ORD00000936,PROD00000936,USER00000936,8/25/2024,,Toys,465.92,2,,Not Returned,,44,Female,City100,Debit Card,Next-Day,10.54,931.84,921.3
ORD00000937,PROD00000937,USER00000937,8/11/2023,,Books,411.5,3,,Not Returned,,35,Male,City39,Debit Card,Standard,33.22,1234.5,1201.28
ORD00000938,PROD00000938,USER00000938,5/23/2023,9/18/2023,Books,167.34,1,Changed mind,Returned,118,29,Female,City43,Gift Card,Standard,44.16,167.34,123.18
ORD00000939,PROD00000939,USER00000939,4/8/2024,,Home,390.63,3,,Not Returned,,48,Female,City57,Credit Card,Next-Day,42.15,1171.89,1129.74
ORD00000940,PROD00000940,USER00000940,6/12/2023,,Toys,489.35,1,,Not Returned,,21,Male,City62,Gift Card,Next-Day,29.54,489.35,459.81
ORD00000941,PROD00000941,USER00000941,4/19/2024,,Clothing,403.01,3,,Not Returned,,29,Female,City24,Debit Card,Next-Day,47.34,1209.03,1161.69
ORD00000942,PROD00000942,USER00000942,2/29/2024,,Clothing,459.64,1,,Not Returned,,33,Female,City85,PayPal,Standard,31.73,459.64,427.91
ORD00000943,PROD00000943,USER00000943,12/16/2023,,Home,132.47,5,,Not Returned,,68,Male,City62,Credit Card,Standard,26.04,662.35,636.31
ORD00000944,PROD00000944,USER00000944,10/18/2024,,Toys,325.05,1,,Not Returned,,62,Male,City13,Credit Card,Standard,34.69,325.05,290.36
ORD00000945,PROD00000945,USER00000945,6/27/2023,3/7/2023,Clothing,71.42,2,Wrong item,Returned,-112,51,Male,City87,Credit Card,Express,46.94,142.84,95.9
ORD00000946,PROD00000946,USER00000946,4/24/2024,11/20/2023,Home,407.48,5,Not as described,Returned,-156,56,Male,City13,Credit Card,Next-Day,21.37,2037.4,2016.03
ORD00000947,PROD00000947,USER00000947,5/1/2024,,Books,15.34,2,,Not Returned,,35,Female,City94,PayPal,Standard,7.35,30.68,23.33
ORD00000948,PROD00000948,USER00000948,5/15/2023,7/2/2023,Home,481.65,3,Defective,Returned,48,39,Female,City43,PayPal,Express,12.08,1444.95,1432.87
ORD00000949,PROD00000949,USER00000949,6/17/2024,9/5/2024,Toys,381.32,2,Wrong item,Returned,80,48,Male,City95,PayPal,Express,22.6,762.64,740.04
ORD00000950,PROD00000950,USER00000950,8/30/2024,,Clothing,14.17,2,,Not Returned,,21,Female,City90,Credit Card,Next-Day,41.7,28.34,-13.36
ORD00000951,PROD00000951,USER00000951,5/1/2023,,Home,399.07,3,,Not Returned,,51,Female,City19,PayPal,Express,44.44,1197.21,1152.77
ORD00000952,PROD00000952,USER00000952,4/6/2024,7/10/2023,Home,222.77,4,Not as described,Returned,-271,26,Female,City98,Credit Card,Express,23.53,891.08,867.55
ORD00000953,PROD00000953,USER00000953,2/9/2023,,Home,96.69,4,,Not Returned,,60,Male,City72,PayPal,Standard,5.61,386.76,381.15
ORD00000954,PROD00000954,USER00000954,9/7/2023,1/5/2023,Electronics,218.3,2,Wrong item,Returned,-245,67,Female,City18,Gift Card,Standard,44.87,436.6,391.73
ORD00000955,PROD00000955,USER00000955,3/11/2023,,Books,338.7,4,,Not Returned,,60,Female,City38,Credit Card,Express,25.71,1354.8,1329.09
ORD00000956,PROD00000956,USER00000956,3/5/2023,,Home,388.46,1,,Not Returned,,31,Female,City96,Gift Card,Standard,8.27,388.46,380.19
ORD00000957,PROD00000957,USER00000957,6/12/2024,,Home,63.59,1,,Not Returned,,31,Male,City97,Debit Card,Express,47.26,63.59,16.33
ORD00000958,PROD00000958,USER00000958,4/27/2023,1/7/2023,Toys,191.49,2,Not as described,Returned,-110,30,Male,City55,Gift Card,Next-Day,37.26,382.98,345.72
ORD00000959,PROD00000959,USER00000959,4/13/2023,3/19/2023,Home,392.94,2,Changed mind,Returned,-25,44,Female,City29,PayPal,Standard,29.73,785.88,756.15
ORD00000960,PROD00000960,USER00000960,2/22/2024,,Clothing,393.56,2,,Not Returned,,28,Female,City46,PayPal,Standard,47.63,787.12,739.49
ORD00000961,PROD00000961,USER00000961,11/5/2023,,Books,467.57,4,,Not Returned,,68,Female,City92,PayPal,Standard,3.96,1870.28,1866.32
ORD00000962,PROD00000962,USER00000962,10/21/2024,,Electronics,101.53,1,,Not Returned,,51,Male,City72,PayPal,Next-Day,1.84,101.53,99.69
ORD00000963,PROD00000963,USER00000963,12/9/2024,4/20/2023,Books,210.37,4,Defective,Returned,-599,19,Male,City95,PayPal,Express,41.08,841.48,800.4
ORD00000964,PROD00000964,USER00000964,8/5/2023,,Electronics,197.92,5,,Not Returned,,22,Female,City67,Gift Card,Express,23.22,989.6,966.38
ORD00000965,PROD00000965,USER00000965,3/25/2023,10/15/2024,Books,60.24,3,Not as described,Returned,570,24,Female,City57,Credit Card,Next-Day,17.63,180.72,163.09
ORD00000966,PROD00000966,USER00000966,3/13/2024,1/12/2024,Home,284.85,3,Not as described,Returned,-61,41,Female,City59,Debit Card,Express,29.37,854.55,825.18
ORD00000967,PROD00000967,USER00000967,10/14/2024,,Books,307.78,5,,Not Returned,,61,Female,City81,Debit Card,Express,41.58,1538.9,1497.32
ORD00000968,PROD00000968,USER00000968,2/10/2024,,Electronics,485.51,3,,Not Returned,,26,Female,City64,PayPal,Next-Day,45.95,1456.53,1410.58
ORD00000969,PROD00000969,USER00000969,12/9/2023,,Electronics,351.87,3,,Not Returned,,63,Female,City17,Credit Card,Standard,26.2,1055.61,1029.41
ORD00000970,PROD00000970,USER00000970,9/27/2023,,Clothing,213.75,5,,Not Returned,,20,Male,City39,Debit Card,Standard,30.05,1068.75,1038.7
ORD00000971,PROD00000971,USER00000971,9/12/2023,12/26/2023,Home,495,2,Not as described,Returned,105,58,Male,City62,Credit Card,Standard,19.39,990,970.61
ORD00000972,PROD00000972,USER00000972,6/5/2023,12/22/2023,Electronics,439.21,4,Not as described,Returned,200,67,Male,City26,Credit Card,Express,0.93,1756.84,1755.91
ORD00000973,PROD00000973,USER00000973,1/2/2023,4/30/2024,Books,28.56,3,Not as described,Returned,484,56,Female,City11,Debit Card,Standard,11.86,85.68,73.82
ORD00000974,PROD00000974,USER00000974,5/11/2024,,Home,136.3,3,,Not Returned,,27,Male,City63,Debit Card,Express,43.7,408.9,365.2
ORD00000975,PROD00000975,USER00000975,6/19/2024,,Home,332.63,3,,Not Returned,,60,Female,City52,Debit Card,Next-Day,46.56,997.89,951.33
ORD00000976,PROD00000976,USER00000976,4/12/2023,8/2/2023,Toys,117.16,3,Wrong item,Returned,112,25,Male,City88,Debit Card,Standard,6.44,351.48,345.04
ORD00000977,PROD00000977,USER00000977,11/13/2023,,Home,269.57,2,,Not Returned,,43,Male,City62,PayPal,Standard,17.76,539.14,521.38
ORD00000978,PROD00000978,USER00000978,10/2/2023,10/24/2023,Toys,32.71,2,Wrong item,Returned,22,25,Male,City81,PayPal,Next-Day,9.87,65.42,55.55
ORD00000979,PROD00000979,USER00000979,3/6/2024,2/17/2023,Home,217.44,1,Changed mind,Returned,-383,29,Male,City56,Credit Card,Next-Day,0.72,217.44,216.72
ORD00000980,PROD00000980,USER00000980,10/21/2024,,Books,357.82,4,,Not Returned,,36,Female,City97,Gift Card,Express,15.35,1431.28,1415.93
ORD00000981,PROD00000981,USER00000981,10/9/2023,,Home,174.59,4,,Not Returned,,37,Female,City96,PayPal,Express,27.34,698.36,671.02
ORD00000982,PROD00000982,USER00000982,7/24/2024,8/12/2023,Home,293.47,4,Defective,Returned,-347,31,Female,City3,Credit Card,Standard,19.06,1173.88,1154.82
ORD00000983,PROD00000983,USER00000983,5/2/2023,,Toys,443.25,1,,Not Returned,,62,Female,City86,Credit Card,Standard,12.59,443.25,430.66
ORD00000984,PROD00000984,USER00000984,9/28/2023,9/27/2024,Toys,89.22,1,Wrong item,Returned,365,70,Male,City81,Debit Card,Next-Day,41.56,89.22,47.66
ORD00000985,PROD00000985,USER00000985,8/3/2024,10/7/2023,Home,40.04,2,Changed mind,Returned,-301,63,Female,City92,PayPal,Express,35.62,80.08,44.46
ORD00000986,PROD00000986,USER00000986,2/17/2024,,Home,408.43,2,,Not Returned,,43,Female,City92,PayPal,Standard,16,816.86,800.86
ORD00000987,PROD00000987,USER00000987,11/12/2023,4/23/2024,Home,465.19,3,Wrong item,Returned,163,44,Male,City80,Gift Card,Next-Day,2.61,1395.57,1392.96
ORD00000988,PROD00000988,USER00000988,3/23/2024,9/30/2023,Clothing,420.84,2,Changed mind,Returned,-175,31,Female,City78,Credit Card,Next-Day,5.14,841.68,836.54
ORD00000989,PROD00000989,USER00000989,10/3/2024,,Electronics,190.42,5,,Not Returned,,62,Male,City78,Credit Card,Next-Day,35.55,952.1,916.55
ORD00000990,PROD00000990,USER00000990,10/27/2023,3/7/2024,Toys,430.94,3,Defective,Returned,132,33,Male,City38,Debit Card,Next-Day,28.47,1292.82,1264.35
ORD00000991,PROD00000991,USER00000991,10/30/2023,,Electronics,483.65,5,,Not Returned,,40,Male,City22,PayPal,Express,42.83,2418.25,2375.42
ORD00000992,PROD00000992,USER00000992,3/4/2024,2/22/2023,Toys,370.47,5,Not as described,Returned,-376,38,Male,City29,Debit Card,Standard,47.05,1852.35,1805.3
ORD00000993,PROD00000993,USER00000993,7/18/2023,,Books,22.32,3,,Not Returned,,55,Female,City16,PayPal,Standard,49.41,66.96,17.55
ORD00000994,PROD00000994,USER00000994,12/21/2023,,Toys,164.31,3,,Not Returned,,32,Female,City10,Credit Card,Standard,44.72,492.93,448.21
ORD00000995,PROD00000995,USER00000995,6/6/2024,,Electronics,402.91,5,,Not Returned,,47,Male,City64,PayPal,Express,2.9,2014.55,2011.65
ORD00000996,PROD00000996,USER00000996,2/7/2024,,Clothing,103.24,2,,Not Returned,,34,Female,City58,Credit Card,Next-Day,10.76,206.48,195.72
ORD00000997,PROD00000997,USER00000997,5/29/2023,,Home,94.15,4,,Not Returned,,61,Female,City6,Gift Card,Express,23.71,376.6,352.89
ORD00000998,PROD00000998,USER00000998,11/2/2024,4/11/2023,Electronics,355.25,2,Not as described,Returned,-571,29,Female,City99,Credit Card,Next-Day,44.2,710.5,666.3
ORD00000999,PROD00000999,USER00000999,6/1/2024,8/27/2024,Toys,46.32,3,Changed mind,Returned,87,19,Male,City67,Gift Card,Standard,18.99,138.96,119.97
ORD00001000,PROD00001000,USER00001000,8/11/2023,,Clothing,455.62,2,,Not Returned,,28,Male,City93,Gift Card,Next-Day,33.22,911.24,878.02
ORD00001001,PROD00001001,USER00001001,5/8/2024,,Books,197.6,1,,Not Returned,,51,Female,City23,Gift Card,Standard,42.28,197.6,155.32
ORD00001002,PROD00001002,USER00001002,12/19/2023,,Books,227.42,3,,Not Returned,,39,Female,City56,Debit Card,Standard,16.56,682.26,665.7
ORD00001003,PROD00001003,USER00001003,8/15/2024,,Electronics,476.1,1,,Not Returned,,38,Female,City32,Credit Card,Next-Day,32.84,476.1,443.26
ORD00001004,PROD00001004,USER00001004,12/20/2024,,Books,278.97,1,,Not Returned,,44,Female,City88,Credit Card,Next-Day,32.74,278.97,246.23
ORD00001005,PROD00001005,USER00001005,8/1/2023,,Clothing,385.65,1,,Not Returned,,66,Male,City2,PayPal,Express,23.8,385.65,361.85
ORD00001006,PROD00001006,USER00001006,4/5/2024,10/27/2023,Electronics,299.71,2,Defective,Returned,-161,39,Female,City68,PayPal,Next-Day,41.87,599.42,557.55
ORD00001007,PROD00001007,USER00001007,12/19/2024,4/16/2023,Toys,422.42,5,Defective,Returned,-613,26,Female,City16,Gift Card,Next-Day,31.84,2112.1,2080.26
ORD00001008,PROD00001008,USER00001008,10/7/2024,,Books,406.03,2,,Not Returned,,32,Female,City69,Credit Card,Next-Day,8.5,812.06,803.56
ORD00001009,PROD00001009,USER00001009,6/26/2024,6/8/2024,Toys,61.53,1,Changed mind,Returned,-18,35,Male,City52,Credit Card,Standard,38.87,61.53,22.66
ORD00001010,PROD00001010,USER00001010,9/4/2023,,Electronics,70.46,1,,Not Returned,,32,Male,City94,Gift Card,Standard,44.07,70.46,26.39
ORD00001011,PROD00001011,USER00001011,2/24/2023,,Electronics,449.09,2,,Not Returned,,41,Female,City46,Debit Card,Next-Day,33.63,898.18,864.55
ORD00001012,PROD00001012,USER00001012,8/8/2023,,Toys,455.6,2,,Not Returned,,50,Female,City82,Credit Card,Express,20.93,911.2,890.27
ORD00001013,PROD00001013,USER00001013,11/18/2024,,Electronics,332.82,2,,Not Returned,,59,Male,City27,Credit Card,Next-Day,24.84,665.64,640.8
ORD00001014,PROD00001014,USER00001014,12/29/2023,,Electronics,167.52,2,,Not Returned,,64,Male,City31,PayPal,Standard,0.36,335.04,334.68
ORD00001015,PROD00001015,USER00001015,11/12/2024,7/28/2023,Toys,307.2,2,Changed mind,Returned,-473,68,Male,City46,PayPal,Express,34.59,614.4,579.81
ORD00001016,PROD00001016,USER00001016,8/11/2024,,Toys,320.54,1,,Not Returned,,51,Male,City69,Credit Card,Next-Day,19.1,320.54,301.44
ORD00001017,PROD00001017,USER00001017,5/2/2024,,Toys,244.51,2,,Not Returned,,28,Female,City17,Credit Card,Standard,28.27,489.02,460.75
ORD00001018,PROD00001018,USER00001018,12/30/2023,8/31/2024,Clothing,397.66,2,Defective,Returned,245,64,Female,City44,PayPal,Express,35.54,795.32,759.78
ORD00001019,PROD00001019,USER00001019,12/11/2023,,Home,226.04,3,,Not Returned,,61,Female,City35,Debit Card,Express,42.02,678.12,636.1
ORD00001020,PROD00001020,USER00001020,1/2/2023,,Toys,218.3,2,,Not Returned,,40,Female,City55,Credit Card,Standard,42.36,436.6,394.24
ORD00001021,PROD00001021,USER00001021,10/22/2023,4/2/2023,Books,292.29,4,Not as described,Returned,-203,67,Male,City42,PayPal,Next-Day,38.61,1169.16,1130.55
ORD00001022,PROD00001022,USER00001022,10/18/2024,7/13/2024,Electronics,402.62,5,Changed mind,Returned,-97,23,Male,City47,PayPal,Standard,21.31,2013.1,1991.79
ORD00001023,PROD00001023,USER00001023,4/18/2024,5/1/2023,Clothing,131.99,5,Changed mind,Returned,-353,22,Female,City68,PayPal,Express,4.85,659.95,655.1
ORD00001024,PROD00001024,USER00001024,12/17/2023,,Books,401.52,5,,Not Returned,,49,Male,City14,Credit Card,Next-Day,46.12,2007.6,1961.48
ORD00001025,PROD00001025,USER00001025,3/12/2024,12/15/2023,Books,426.79,3,Not as described,Returned,-88,19,Female,City18,Gift Card,Next-Day,41.81,1280.37,1238.56
ORD00001026,PROD00001026,USER00001026,10/22/2024,6/3/2024,Electronics,63.34,3,Changed mind,Returned,-141,63,Female,City67,Gift Card,Standard,30.48,190.02,159.54
ORD00001027,PROD00001027,USER00001027,9/7/2023,,Toys,52.7,1,,Not Returned,,26,Female,City28,Gift Card,Express,32,52.7,20.7
ORD00001028,PROD00001028,USER00001028,3/13/2024,,Home,196.05,4,,Not Returned,,31,Female,City88,Credit Card,Express,21.17,784.2,763.03
ORD00001029,PROD00001029,USER00001029,7/17/2023,2/19/2023,Clothing,249.08,3,Not as described,Returned,-148,32,Male,City19,Debit Card,Standard,31.22,747.24,716.02
ORD00001030,PROD00001030,USER00001030,12/14/2024,,Books,122.29,4,,Not Returned,,61,Male,City57,PayPal,Standard,29.5,489.16,459.66
ORD00001031,PROD00001031,USER00001031,11/24/2023,2/5/2024,Electronics,396.04,5,Changed mind,Returned,73,42,Female,City49,Gift Card,Express,30.61,1980.2,1949.59
ORD00001032,PROD00001032,USER00001032,5/21/2023,4/30/2023,Books,446.07,2,Not as described,Returned,-21,64,Male,City62,Gift Card,Standard,37.85,892.14,854.29
ORD00001033,PROD00001033,USER00001033,8/9/2024,,Toys,310.26,1,,Not Returned,,50,Male,City57,Credit Card,Standard,37.5,310.26,272.76
ORD00001034,PROD00001034,USER00001034,12/23/2023,8/28/2024,Books,52.81,3,Changed mind,Returned,249,33,Male,City61,Credit Card,Express,0.37,158.43,158.06
ORD00001035,PROD00001035,USER00001035,1/1/2024,,Books,22.98,3,,Not Returned,,59,Female,City64,Debit Card,Next-Day,25.14,68.94,43.8
ORD00001036,PROD00001036,USER00001036,8/9/2023,2/8/2024,Clothing,45.82,1,Defective,Returned,183,62,Male,City49,PayPal,Standard,4.33,45.82,41.49
ORD00001037,PROD00001037,USER00001037,7/7/2024,,Electronics,99.11,4,,Not Returned,,61,Male,City98,Credit Card,Standard,2.6,396.44,393.84
ORD00001038,PROD00001038,USER00001038,1/13/2023,,Books,429.68,2,,Not Returned,,22,Male,City53,Debit Card,Standard,47.29,859.36,812.07
ORD00001039,PROD00001039,USER00001039,7/18/2024,,Clothing,119.19,1,,Not Returned,,65,Male,City11,PayPal,Express,37.71,119.19,81.48
ORD00001040,PROD00001040,USER00001040,3/14/2024,,Clothing,159.61,2,,Not Returned,,18,Female,City13,Credit Card,Express,33.24,319.22,285.98
ORD00001041,PROD00001041,USER00001041,7/5/2024,5/8/2023,Electronics,346.6,5,Changed mind,Returned,-424,20,Female,City89,PayPal,Standard,41.86,1733,1691.14
ORD00001042,PROD00001042,USER00001042,11/11/2024,8/16/2023,Books,186.1,3,Changed mind,Returned,-453,27,Male,City81,Debit Card,Next-Day,31.07,558.3,527.23
ORD00001043,PROD00001043,USER00001043,7/15/2023,11/22/2023,Books,471.21,3,Not as described,Returned,130,18,Male,City71,PayPal,Next-Day,47.62,1413.63,1366.01
ORD00001044,PROD00001044,USER00001044,3/8/2023,,Home,215.61,5,,Not Returned,,36,Female,City40,Debit Card,Express,33.69,1078.05,1044.36
ORD00001045,PROD00001045,USER00001045,1/18/2024,6/12/2023,Books,159.83,3,Not as described,Returned,-220,44,Male,City97,PayPal,Next-Day,22.64,479.49,456.85
ORD00001046,PROD00001046,USER00001046,11/14/2023,,Toys,11.25,3,,Not Returned,,66,Female,City16,Credit Card,Next-Day,5.79,33.75,27.96
ORD00001047,PROD00001047,USER00001047,1/23/2024,,Electronics,111.96,3,,Not Returned,,65,Male,City25,PayPal,Express,10.96,335.88,324.92
ORD00001048,PROD00001048,USER00001048,7/25/2024,,Home,226.67,2,,Not Returned,,56,Female,City21,Gift Card,Standard,31.73,453.34,421.61
ORD00001049,PROD00001049,USER00001049,3/5/2024,,Home,76.37,2,,Not Returned,,65,Male,City84,Gift Card,Next-Day,6.52,152.74,146.22
ORD00001050,PROD00001050,USER00001050,2/22/2024,4/8/2024,Home,111.77,5,Changed mind,Returned,46,65,Female,City59,PayPal,Express,33.42,558.85,525.43
ORD00001051,PROD00001051,USER00001051,2/28/2023,10/31/2024,Electronics,439.04,5,Defective,Returned,611,28,Male,City96,Gift Card,Standard,17.36,2195.2,2177.84
ORD00001052,PROD00001052,USER00001052,11/23/2023,,Toys,279.5,1,,Not Returned,,53,Female,City88,PayPal,Next-Day,15.9,279.5,263.6
ORD00001053,PROD00001053,USER00001053,7/17/2024,9/3/2023,Home,410.4,4,Changed mind,Returned,-318,38,Female,City79,Credit Card,Next-Day,25.19,1641.6,1616.41
ORD00001054,PROD00001054,USER00001054,6/2/2023,12/30/2023,Clothing,164.53,4,Not as described,Returned,211,56,Male,City89,PayPal,Next-Day,45.72,658.12,612.4
ORD00001055,PROD00001055,USER00001055,6/1/2023,,Toys,285.16,4,,Not Returned,,41,Female,City89,Gift Card,Next-Day,38.42,1140.64,1102.22
ORD00001056,PROD00001056,USER00001056,3/10/2023,8/20/2024,Books,305.41,4,Not as described,Returned,529,20,Female,City92,PayPal,Next-Day,25.07,1221.64,1196.57
ORD00001057,PROD00001057,USER00001057,8/9/2024,,Toys,480.18,5,,Not Returned,,24,Female,City80,Credit Card,Next-Day,26.63,2400.9,2374.27
ORD00001058,PROD00001058,USER00001058,11/17/2023,7/6/2024,Electronics,448.67,5,Changed mind,Returned,232,65,Female,City17,PayPal,Express,24.7,2243.35,2218.65
ORD00001059,PROD00001059,USER00001059,5/9/2023,11/16/2024,Toys,59.62,1,Changed mind,Returned,557,25,Female,City32,Gift Card,Next-Day,26.03,59.62,33.59
ORD00001060,PROD00001060,USER00001060,10/24/2023,,Clothing,277.89,5,,Not Returned,,45,Female,City21,Debit Card,Express,0.83,1389.45,1388.62
ORD00001061,PROD00001061,USER00001061,10/9/2023,,Books,204.49,3,,Not Returned,,36,Male,City55,Credit Card,Standard,45.78,613.47,567.69
ORD00001062,PROD00001062,USER00001062,7/13/2023,,Toys,242.8,2,,Not Returned,,30,Male,City10,Credit Card,Standard,21.69,485.6,463.91
ORD00001063,PROD00001063,USER00001063,10/4/2023,12/14/2023,Home,432.45,3,Not as described,Returned,71,28,Male,City99,Gift Card,Standard,15.52,1297.35,1281.83
ORD00001064,PROD00001064,USER00001064,6/6/2023,,Electronics,419.47,3,,Not Returned,,54,Female,City10,Debit Card,Next-Day,40.03,1258.41,1218.38
ORD00001065,PROD00001065,USER00001065,4/18/2023,1/9/2024,Home,35.48,4,Not as described,Returned,266,67,Female,City13,Debit Card,Next-Day,41.72,141.92,100.2
ORD00001066,PROD00001066,USER00001066,2/20/2023,4/18/2023,Toys,243.95,2,Not as described,Returned,57,58,Female,City13,Debit Card,Next-Day,4.35,487.9,483.55
ORD00001067,PROD00001067,USER00001067,10/14/2024,3/13/2024,Home,144.91,3,Changed mind,Returned,-215,62,Male,City47,Gift Card,Standard,34.91,434.73,399.82
ORD00001068,PROD00001068,USER00001068,2/27/2023,,Home,150.91,5,,Not Returned,,20,Female,City84,Debit Card,Next-Day,33.8,754.55,720.75
ORD00001069,PROD00001069,USER00001069,9/30/2023,,Home,316.7,1,,Not Returned,,50,Female,City85,PayPal,Standard,40.38,316.7,276.32
ORD00001070,PROD00001070,USER00001070,11/24/2023,2/13/2023,Home,266.2,4,Defective,Returned,-284,55,Female,City50,Debit Card,Standard,43.68,1064.8,1021.12
ORD00001071,PROD00001071,USER00001071,6/29/2024,2/28/2024,Home,220.08,5,Wrong item,Returned,-122,62,Male,City79,PayPal,Standard,17.72,1100.4,1082.68
ORD00001072,PROD00001072,USER00001072,6/1/2023,12/22/2024,Toys,52.81,1,Wrong item,Returned,570,52,Male,City28,PayPal,Express,48.46,52.81,4.35
ORD00001073,PROD00001073,USER00001073,9/29/2023,12/10/2023,Toys,12.24,3,Wrong item,Returned,72,32,Female,City87,Gift Card,Express,23.63,36.72,13.09
ORD00001074,PROD00001074,USER00001074,6/22/2023,12/6/2024,Home,401.55,2,Not as described,Returned,533,63,Female,City81,PayPal,Standard,15.18,803.1,787.92
